periodo,variable
2006/04,60.8616172665192
2006/05,60.5906745112619
2006/06,60.6429980643804
2006/07,60.8092937134007
2006/08,61.1196086472422
2006/09,61.7366121300559
2006/10,62.0065187753508
2006/11,62.3318573036518
2006/12,62.6924235706863
2007/01,63.0162079340435
2007/02,63.1923466277105
2007/03,63.3291131427925
2007/04,63.2912951291521
2007/05,62.9825343602545
2007/06,63.0581703875346
2007/07,63.3260048129042
2007/08,63.5839961936272
2007/09,64.0777025908746
2007/10,64.3274050918955
2007/11,64.7812212555773
2007/12,65.0490556809461
2008/01,65.350563680104
2008/02,65.5448342981189
2008/03,66.0198907160361
2008/04,66.1701266606339
2008/05,66.0986350732053
2008/06,66.3721681033693
2008/07,66.7420593600682
2008/08,67.1274922662089
2008/09,67.5849348147597
2008/10,68.0454856931997
2008/11,68.8189417803872
2008/12,69.295552363249
2009/01,69.4561494074742
2009/02,69.6094936819603
2009/03,70.0099501825605
2009/04,70.2549901887493
2009/05,70.0503584711078
2009/06,70.1793541614693
2009/07,70.3705164495951
2009/08,70.5388843185408
2009/09,70.8927158708178
2009/10,71.107190633106
2009/11,71.4760457798425
2009/12,71.7718551742052
2010/01,72.5520459761509
2010/02,72.9716705110621
2010/03,73.4897254924342
2010/04,73.2555646408536
2010/05,72.7939776524521
2010/06,72.7711832332712
2010/07,72.9291900025896
2010/08,73.1317495003058
2010/09,73.5151101865211
2010/10,73.9689263502028
2010/11,74.5615812488919
2010/12,74.93095445061
2011/01,75.2959913456337
2011/02,75.578460244005
2011/03,75.7234509285414
2011/04,75.7174409519803
2011/05,75.1592643788689
2011/06,75.1555081435182
2011/07,75.5161067371837
2011/08,75.6355550213354
2011/09,75.8211130476591
2011/10,76.332712302422
2011/11,77.1583328325019
2011/12,77.7923853596971
2012/01,78.3430494621071
2012/02,78.502313840976
2012/03,78.5473886651842
2012/04,78.3009796261795
2012/05,78.0538193401046
2012/06,78.4136666866999
2012/07,78.8538974697999
2012/08,79.0905402968928
2012/09,79.4391189374361
2012/10,79.8410361199591
2012/11,80.3834365045976
2012/12,80.5682432838512
2013/01,80.8927820181501
2013/02,81.2909429653224
2013/03,81.8874331390108
2013/04,81.9415229280606
2013/05,81.6688202416011
2013/06,81.619237934972
2013/07,81.5921930404471
2013/08,81.8243283851193
2013/09,82.1323396838752
2013/10,82.5229881603462
2013/11,83.2922651601659
2013/12,83.7700582967726
2014/01,84.5190516256987
2014/02,84.7331570406876
2014/03,84.9652923853597
2014/04,84.8067792535609
2014/05,84.5355790612417
2014/06,84.6820722399183
2014/07,84.9149588316606
2014/08,85.2199651421359
2014/09,85.5963399242743
2014/10,86.0696255784602
2014/11,86.7637778712663
2014/12,87.1889837129635
2015/01,87.1101027705992
2015/02,87.2753771260292
2015/03,87.6307169902037
2015/04,87.4038403750225
2015/05,86.9673658272733
2015/06,87.1131077588797
2015/07,87.2408197608029
2015/08,87.4248752929864
2015/09,87.7524190155658
2015/10,88.2039185047178
2015/11,88.6854678766753
2015/12,89.0468177174109
2016/01,89.3863813931126
2016/02,89.7777811166536
2016/03,89.9100006009976
2016/04,89.6252779614159
2016/05,89.2256145201034
2016/06,89.3240278862912
2016/07,89.5569144780335
2016/08,89.8093334935994
2016/09,90.357743854799
2016/10,90.9061542159986
2016/11,91.6168339443476
2016/12,92.0390347977643
2017/01,93.6038824448585
2017/02,94.1447803353567
2017/03,94.7224893322916
2017/04,94.8389326281628
2017/05,94.7254943205721
2017/06,94.9636396418054
2017/07,95.3227357413306
2017/08,95.7937676543061
2017/09,96.0935152352906
2017/10,96.6982691267504
2017/11,97.6951739888215
2017/12,98.2728829857563
2018/01,98.7949996995012
2018/02,99.1713744816395
2018/03,99.4921569805878
2018/04,99.1548470460965
2018/05,98.9940801730873
2018/06,99.3764649317868
2018/07,99.9090991045135
2018/08,100.492
2018/09,100.917
2018/10,101.44
2018/11,102.303
2018/12,103.02
2019/01,103.108
2019/02,103.079
2019/03,103.476
2019/04,103.531
2019/05,103.233
2019/06,103.299
2019/07,103.687
2019/08,103.67
2019/09,103.942
2019/10,104.503
2019/11,105.346
2019/12,105.934
2020/01,106.447
2020/02,106.889
2020/03,106.838
2020/04,105.755
2020/05,106.162
2020/06,106.743
2020/07,107.444
2020/08,107.867
2020/09,108.114
2020/10,108.774
2020/11,108.856
2020/12,109.271
2021/01,110.21
2021/02,110.907
2021/03,111.824
2021/04,112.19
2021/05,112.419
2021/06,113.018
2021/07,113.682
2021/08,113.899
2021/09,114.601
2021/10,115.561
2021/11,116.884
2021/12,117.308
2022/01,118.002
2022/02,118.981
2022/03,120.159
2022/04,120.809
2022/05,121.022
2022/06,122.044
2022/07,122.948
2022/08,123.803
2022/09,124.571
2022/10,125.276
2022/11,125.997
2022/12,126.478
2023/01,127.336
2023/02,128.046
2023/03,128.389
2023/04,128.363
2023/05,128.084
2023/06,128.214
2023/07,128.832
2023/08,129.545
2023/09,130.12
2023/10,130.609
2023/11,131.445
2023/12,132.373
2024/01,133.555
2024/02,133.681
2024/03,134.065
2024/04,134.336
2024/05,134.087
2024/06,134.594
2024/07,136.003
2024/08,136.013
2024/09,136.08
2024/10,136.828
2024/11,137.424
2024/12,137.949
2025/01,138.343
